"","acao","desp_paga","dot_atu","PLOA","Custeio","Dívida","Investimento","Pessoal","Direta","Transferencia","Fontes de Emissão","Fontes próprias","Fontes Tesouro","orgao_valor_1","orgao_valor_2","orgao_valor_3","orgao_valor_4","orgao_valor_5","orgao_valor_6","tituloacao","gnd_predominante","textoacao","2021","2020","2019","2018","2017","2016"
"57","00GY",153007783.03,231332824,174996191,0,0,1,0,1,0,0,1,0,"74000 - Operações Oficiais de Crédito__174996191",NA,NA,NA,NA,NA,"Financiamento Imobiliário para o Pessoal da Marinha","Investimento","FINANCIAMENTO IMOBILIARIO PARA O PESSOAL DA MARINHA",174996191,231332824,264860524,232581393,225597000,209094574
"58","00H4",39990987157.21,44395977137,40958490792,1,0,0,0,1,0,0,0.291239870374568,0.708760129625432,"25000 - Ministério da Economia__40958490792",NA,NA,NA,NA,NA,"Seguro Desemprego","Custeio","SEGURO DESEMPREGO",40958490792,40595977137,40644326351,44974565410,41648118241,38201577879
"59","00H5",26011024277.12,27056300507,28245608749,1,0,0,0,1,0,0,0,1,"55000 - Ministério da Cidadania__28245608749",NA,NA,NA,NA,NA,"Benefícios de Prestação Continuada (BPC) à Pessoa Idosa e da Renda Mensal Vitalícia (RMV) por Idade","Custeio","BENEFICIOS DE PRESTACAO CONTINUADA (BPC) A PESSOA IDOSA E DA RENDA MENSAL VITALICIA (RMV) POR IDADE",28245608749,26208696266,25770663941,23863817099,21701688907,19780302653
"60","00H6",60767174.26,78832426,40823986,1,0,0,0,0,1,0,0,1,"73000 - Transferências a Estados, Distrito Federal e Municípios__40823986",NA,NA,NA,NA,NA,"Transferência do Imposto sobre Operações Financeiras Incidentes sobre o Ouro (Lei nº 7.766, de 1989)","Custeio","TRANSFERENCIA DO IMPOSTO SOBRE OPERACOES FINANCEIRAS INCIDENTES SOBRE O OURO (LEI N. 7.766, DE 1989)",40823986,38056942,35158970,33594327,33332272,6810007
"61","00HE",0,938730,1555000,1,0,0,0,0,1,0.5,0,0.5,"71000 - Encargos Financeiros da União__777500","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__777500",NA,NA,NA,NA,"Contribuição Voluntária ao Tratado Internacional sobre Recursos Fitogenéticos para a Alimentação e Agricultura - TIRFAA (MRE)","Custeio","CONTRIBUICAO VOLUNTARIA AO TRATADO INTERNACIONAL SOBRE RECURSOS FITOGENETICOS PARA A ALIMENTACAO E AGRICULTURA - TIRFAA (MRE)",1555000,1000001,716824,882316,901345,586332
"62","00IG",5087666182.48,8860513936,8481544473,0,0,1,0,1,0,0.343408651840715,0.656591348159285,0,"74000 - Operações Oficiais de Crédito__8481544473",NA,NA,NA,NA,NA,"Concessão de Financiamento Estudantil - FIES (Lei nº 10.260, de 2001)","Investimento","CONCESSAO DE FINANCIAMENTO ESTUDANTIL - FIES (LEI N. 10.260, DE 2001)",8481544473,8860513936,12398519466,17749174864,19920653632,18204906359
"63","00IN",33290707527.09,34587163356,36456735156,1,0,0,0,1,0,0,0,1,"55000 - Ministério da Cidadania__36456735156",NA,NA,NA,NA,NA,"Benefícios de Prestação Continuada (BPC) à Pessoa com Deficiência e da Renda Mensal Vitalícia (RMV) por Invalidez","Custeio","BENEFICIOS DE PRESTACAO CONTINUADA (BPC) A PESSOA COM DEFICIENCIA E DA RENDA MENSAL VITALICIA (RMV) POR INVALIDEZ",36456735156,33936936936,33441380389,31125480976,28171866365,25245139968
"64","00IO",0,28162,700013696,1,0,0,0,1,0,0.999980434668524,0,1.95653314760287e-05,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__7e+08","25000 - Ministério da Economia__13696",NA,NA,NA,NA,"Inventariança do Fundo Nacional de Desenvolvimento - FND (Extinto pela Lei nº 12.431, de 2011)","Custeio","INVENTARIANCA DO FUNDO NACIONAL DE DESENVOLVIMENTO - FND (EXTINTO PELA LEI N. 12.431, DE 2011)",700013696,30000,43604,48944,50000,50000
"65","00J4",232847282,232847282,322971081,0,0,1,0,1,0,0,0.683475106552961,0.316524893447039,"74000 - Operações Oficiais de Crédito__322971081",NA,NA,NA,NA,NA,"Financiamento Reembolsável de Projetos para Mitigação e Adaptação à Mudança do Clima","Investimento","FINANCIAMENTO REEMBOLSAVEL DE PROJETOS PARA MITIGACAO E ADAPTACAO A MUDANCA DO CLIMA",322971081,232847282,348709939,202896574,23166881,3.6e+08
"66","00JE",2499663.63,2500000,2500000,0,0,1,0,1,0,0,1,0,"74000 - Operações Oficiais de Crédito__2500000",NA,NA,NA,NA,NA,"Financiamento Imobiliário para o Pessoal da Aeronáutica","Investimento","FINANCIAMENTO IMOBILIARIO PARA O PESSOAL DA AERONAUTICA",2500000,2500000,2500000,1500000,1200000,1e+06
"67","00JG",0,495557,5e+05,1,0,0,0,1,0,0,1,0,"71000 - Encargos Financeiros da União__5e+05",NA,NA,NA,NA,NA,"Operacionalização do Fundo Social - FS","Custeio","OPERACIONALIZACAO DO FUNDO SOCIAL - FS",5e+05,5e+05,5e+05,5e+05,3e+06,3e+06
"68","00JJ",0,10334929859,8684845544,0,0,1,0,1,0,0,0.144107976665705,0.855892023334295,"71000 - Encargos Financeiros da União__8684845544",NA,NA,NA,NA,NA,"Promoção de Investimentos no Brasil e no Exterior: Fundo Social - FS","Investimento","PROMOCAO DE INVESTIMENTOS NO BRASIL E NO EXTERIOR: FUNDO SOCIAL - FS",8684845544,10334929859,11262298193,6643677589,4715008026,4722951363
"69","00LI",9407210000,9407529003,3704920334,1,0,0,0,1,0,1,0,0,"71000 - Encargos Financeiros da União__1852460167","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1852460167",NA,NA,NA,NA,"Compensação ao Fundo do Regime Geral de Previdência Social - FRGPS (Lei nº 12.546, de 2011)","Custeio","COMPENSACAO AO FUNDO DO REGIME GERAL DE PREVIDENCIA SOCIAL - FRGPS (LEI N. 12.546, DE 2011)",3704920334,10269031741,9973858451,11546914344,16002935467,18489464867
"70","00LQ",0,938730,636000,1,0,0,0,0,1,0.5,0,0.5,"71000 - Encargos Financeiros da União__318000","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__318000",NA,NA,NA,NA,"Contribuição Voluntária ao Fundo Internacional para a Diversidade Cultural - FIDC (MINC)","Custeio","CONTRIBUICAO VOLUNTARIA AO FUNDO INTERNACIONAL PARA A DIVERSIDADE CULTURAL - FIDC (MINC)",636000,1000001,293276,431458,357315,251938
"71","00LS",0,544692,2206000,1,0,0,0,0,1,0.546690843155032,0,0.453309156844968,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__1206000","71000 - Encargos Financeiros da União__1e+06",NA,NA,NA,NA,"Contribuição Voluntária à Convenção-Quadro sobre Controle do Uso do Tabaco - CQCT FCTC (MS)","Custeio","CONTRIBUICAO VOLUNTARIA A CONVENCAO-QUADRO SOBRE CONTROLE DO USO DO TABACO - CQCT FCTC (MS)",2206000,1000001,1016381,887360,1269333,895343
"72","00LV",916128772.761035,1011050841,918874987,1,0,0,0,1,0,0.605488917286199,0,0.394511082713801,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__556368621","24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__362506366",NA,NA,NA,NA,"Formação, Capacitação e Fixação de Recursos Humanos Qualificados para a Pesquisa e Desenvolvimento (P&D)","Custeio","FORMACAO, CAPACITACAO E FIXACAO DE RECURSOS HUMANOS QUALIFICADOS PARA A PESQUISA E DESENVOLVIMENTO (P&D)",918874987,975227101,784787619,1146461386,1251024327,1921274836
"73","00LX",71600107.36,91617028,82489311,1,0,0,0,0,1,0,0,1,"53000 - Ministério do Desenvolvimento Regional__82489311",NA,NA,NA,NA,NA,"Transferência dos Recursos da Cobrança às Agências de Águas (Leis nº 9.433/1997 e nº 10.881/2004)","Custeio","TRANSFERENCIA DOS RECURSOS DA COBRANCA AS AGENCIAS DE AGUAS (LEIS N. 9.433/1997 E N. 10.881/2004)",82489311,91617028,81533121,88394647,67800000,53532500
"74","00M2",5e+08,5e+08,5e+08,0,0,1,0,1,0,0,0,1,"74000 - Operações Oficiais de Crédito__5e+08",NA,NA,NA,NA,NA,"Integralização de cotas em Fundos de Garantia de Operações de Crédito Educativo","Investimento","INTEGRALIZACAO DE COTAS EM FUNDOS DE GARANTIA DE OPERACOES DE CREDITO EDUCATIVO",5e+08,5e+08,559398661,7.5e+08,73705001,3e+08
"75","00M3",17298442.42,40039927,4e+07,1,0,0,0,1,0,1,0,0,"71000 - Encargos Financeiros da União__4e+07",NA,NA,NA,NA,NA,"Subvenção Econômica nas Operações de Financiamento ao Setor Produtivo para o Desenvolvimento Regional (Lei nº 12.712, de 2012)","Custeio","SUBVENCAO ECONOMICA NAS OPERACOES DE FINANCIAMENTO AO SETOR PRODUTIVO PARA O DESENVOLVIMENTO REGIONAL (LEI N. 12.712, DE 2012)",4e+07,40039927,46293000,59332000,113451000,1e+08
"76","00M4",532478057.77,747853144,777917126,1,0,0,0,1,0,0.862865938498441,0,0.137134061501559,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__671238191","71000 - Encargos Financeiros da União__106678935",NA,NA,NA,NA,"Remuneração a Agentes Financeiros","Custeio","REMUNERACAO A AGENTES FINANCEIROS",750347535,775039900,754870000,873026109,9.07e+08,663732000
"77","00M5",13460209.73,50400000,61050000,0,0,1,0,1,0,0,1,0,"52000 - Ministério da Defesa__61050000",NA,NA,NA,NA,NA,"Aquisição de terrenos e construção de unidades habitacionais destinadas à moradia do pessoal da Marinha","Investimento","AQUISICAO DE TERRENOS E CONSTRUCAO DE UNIDADES HABITACIONAIS DESTINADAS A MORADIA DO PESSOAL DA MARINHA",61050000,4.2e+07,9e+06,1e+06,2534630,8e+06
"78","00M6",5136055.79,8040474,8320811,1,0,0,0,1,0,0.499999939909704,0,0.500000060090297,"25000 - Ministério da Economia__4160406","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__4160405",NA,NA,NA,NA,"Concessão de Bolsas para Pesquisa Econômica","Custeio","CONCESSAO DE BOLSAS PARA PESQUISA ECONOMICA",8320811,7500000,1e+07,1e+07,8e+06,9500000
"79","00N2",527539386.83,623063886,667714556,1,0,0,0,1,0,0,0,1,"25000 - Ministério da Economia__667714556",NA,NA,NA,NA,NA,"Cumprimento de Sentença Judicial - Instituto Aerus de Seguridade Social - Processo nº 0010295-77.2004.4.01.3400","Custeio","CUMPRIMENTO DE SENTENCA JUDICIAL - INSTITUTO AERUS DE SEGURIDADE SOCIAL - PROCESSO N. 0010295-77.2004.4.01.3400",667714556,623063886,573316122,570666744,567551938,519239235
"80","00NJ",10499430,10499430,1.4e+07,1,0,0,0,0,1,0.706062857142857,0,0.293937142857143,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__9884880","36000 - Ministério da Saúde__4115120",NA,NA,NA,NA,"Doação à Agência Internacional de Compra de Medicamentos para Países em Desenvolvimento - UNITAID","Custeio","DOACAO A AGENCIA INTERNACIONAL DE COMPRA DE MEDICAMENTOS PARA PAISES EM DESENVOLVIMENTO - UNITAID",1.4e+07,2e+07,3e+07,4e+07,6.6e+07,6.6e+07
"81","00NK",9919161,10080000,4300000,1,0,0,0,0,1,0.571,0,0.429,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2455300","36000 - Ministério da Saúde__1844700",NA,NA,NA,NA,"Doação à Aliança Global para Vacinas e Imunização - GAVI","Custeio","DOACAO A ALIANCA GLOBAL PARA VACINAS E IMUNIZACAO - GAVI",4300000,NA,NA,4e+06,4e+06,4e+06
"82","00NQ",2087226,2087226,9e+05,1,0,0,0,0,1,0.605488888888889,0,0.394511111111111,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__544940","24000 - Ministério da Ciência, Tecnologia, Inovações e Comunicações__355060",NA,NA,NA,NA,"Contribuição à Associação para Promoção da Excelência do Software Brasileiro - SOFTEX","Custeio","CONTRIBUICAO A ASSOCIACAO PARA PROMOCAO DA EXCELENCIA DO SOFTWARE BRASILEIRO - SOFTEX",9e+05,2e+06,2700000,1200000,NA,8e+05
"83","00NR",3002233502.04,3222772499,3437750651,0.0815094163151393,0,0.0261799092304208,0.89231067445444,1,0,0,0,1,"73000 - Transferências a Estados, Distrito Federal e Municípios__3437750651",NA,NA,NA,NA,NA,"Manutenção das Polícias Civil e Militar e do Corpo de Bombeiros do Distrito Federal","Pessoal","MANUTENCAO DAS POLICIAS CIVIL E MILITAR E DO CORPO DE BOMBEIROS DO DISTRITO FEDERAL",3437750651,3598376627,3692444400,3866475371,4734078412,4347182428
"84","00NS",1938164730.13,1939979495,1900079177,0,0,0,1,1,0,0,0,1,"73000 - Transferências a Estados, Distrito Federal e Municípios__1900079177",NA,NA,NA,NA,NA,"Inativos da Polícia Militar e do Corpo de Bombeiros do Distrito Federal","Pessoal","INATIVOS DA POLICIA MILITAR E DO CORPO DE BOMBEIROS DO DISTRITO FEDERAL",1900079177,1674964500,1598611671,1348974578,1283831257,2234457017
"85","00NT",210812837.26,221102321,232835480,1,0,0,0,1,0,0,0,1,"73000 - Transferências a Estados, Distrito Federal e Municípios__232835480",NA,NA,NA,NA,NA,"Outros Benefícios das Polícias Civil e Militar e do Corpo de Bombeiros do Distrito Federal","Custeio","OUTROS BENEFICIOS DAS POLICIAS CIVIL E MILITAR E DO CORPO DE BOMBEIROS DO DISTRITO FEDERAL",232835480,241253463,240226552,290607084,290606628,272910120
"86","00NY",1917995516.98,2043997520,1049662765,1,0,0,0,0,1,0,0,1,"32000 - Ministério de Minas e Energia__1049662765",NA,NA,NA,NA,NA,"Transferência de Recursos para a Conta de Desenvolvimento Energético (Lei nº 10.438, de 26 de abril de 2002)","Custeio","TRANSFERENCIA DE RECURSOS PARA A CONTA DE DESENVOLVIMENTO ENERGETICO (LEI N. 10.438, DE 26 DE ABRIL DE 2002)",1049662765,926672312,946155727,932985811,895732412,811390551
"87","00O0",257492341.346355,327851538,308067339,1,0,0,0,1,0,0.163822893929045,0,0.836177106070956,"26000 - Ministério da Educação__257598856","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__50468483",NA,NA,NA,NA,"Concessão de Bolsas de Apoio à Educação Básica","Custeio","CONCESSAO DE BOLSAS DE APOIO A EDUCACAO BASICA",308067339,451710300,793516000,926066429,1154993328,1786057669
"88","00OE",165657100.08,187299921,8.1e+07,1,0,0,0,1,0,0,0,1,"32000 - Ministério de Minas e Energia__8.1e+07",NA,NA,NA,NA,NA,"Remuneração da Empresa Pré-Sal Petróleo S.A. pela Gestão de Contratos","Custeio","REMUNERACAO DA EMPRESA PRE-SAL PETROLEO S.A. PELA GESTAO DE CONTRATOS",8.1e+07,95850000,110033000,111903220,35094794,43979641
"89","00OM",96224805.39,112627235,101096761,1,0,0,0,1,0,0,0,1,"30000 - Ministério da Justiça e Segurança Pública__69356123","25000 - Ministério da Economia__29600676","22000 - Ministério da Agricultura, Pecuária e Abastecimento__2139962",NA,NA,NA,"Indenização a Servidores em Exercício em Localidades de Fronteira (Lei nº 12.855, de 2013)","Custeio","INDENIZACAO A SERVIDORES EM EXERCICIO EM LOCALIDADES DE FRONTEIRA (LEI N. 12.855, DE 2013)",101096761,105627235,97922000,119585112,115002900,115003220
"90","00OP",583809093.65,596369987,1.218e+09,0,0,1,0,1,0,0,0,1,"71000 - Encargos Financeiros da União__1.218e+09",NA,NA,NA,NA,NA,"Integralização de Cotas de Capital em Organismos Financeiros Internacionais","Investimento","INTEGRALIZACAO DE COTAS DE CAPITAL EM ORGANISMOS FINANCEIROS INTERNACIONAIS",1.218e+09,6e+06,2.1e+07,1124944981,1293791123,5e+06
"91","00OQ",17454156.849015,38531395,44997963,1,0,0,0,0.000133339369162111,0.999866660630838,0.391051679383798,0.0738353422798272,0.535112978336375,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__17596529","71000 - Encargos Financeiros da União__13581500","25000 - Ministério da Economia__5336214","01000 - Camara dos Deputados__2127000","02000 - Senado Federal__1660891","Demais__4695829","Contribuições a Organismos Internacionais sem Exigência de Programação Específica","Custeio","CONTRIBUICOES A ORGANISMOS INTERNACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA",42712463,13677014,28957307,39524080,38400550,14869055
"92","00OW",24389530.15,25825534,54744393,1,0,0,0,0,1,0.583999990647444,0,0.416000009352556,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__31970725","26000 - Ministério da Educação__22773668",NA,NA,NA,NA,"Apoio à manutenção da educação infantil","Custeio","APOIO A MANUTENCAO DA EDUCACAO INFANTIL",54744393,7e+07,8e+07,6e+07,8e+07,3e+07
"93","00P1",600711670.77,653596839,518556992,1,0,0,0,1,0,0,0,1,"26000 - Ministério da Educação__518556992",NA,NA,NA,NA,NA,"Apoio à Residência em Saúde","Custeio","APOIO A RESIDENCIA EM SAUDE",518556992,640608000,640608000,640962486,600935546,637039032
"94","00P3",0,928337,1e+06,0,0,1,0,1,0,0,0,1,"71000 - Encargos Financeiros da União__1e+06",NA,NA,NA,NA,NA,"Integralização de Cotas do Fundo Garantidor de Infraestrutura - FGIE","Investimento","INTEGRALIZACAO DE COTAS DO FUNDO GARANTIDOR DE INFRAESTRUTURA - FGIE",1e+06,1e+06,1e+06,1443057,1443057,1500000
"95","00PH",0,0,9133237,1,0,0,0,1,0,0.583999955327996,0,0.416000044672004,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__5333810","26000 - Ministério da Educação__3799427",NA,NA,NA,NA,"Concessão de bolsas e auxílio financeiro para promover a alfabetização, a elevação da escolaridade e a integração à qualificação profissional, na educação de jovens e adultos","Custeio","CONCESSAO DE BOLSAS E AUXILIO FINANCEIRO PARA PROMOVER A ALFABETIZACAO, A ELEVACAO DA ESCOLARIDADE E A INTEGRACAO A QUALIFICACAO PROFISSIONAL, NA EDUCACAO DE JOVENS E ADULTOS",9133237,1e+07,4e+07,6e+07,118568400,168900000
"96","00PI",4316320169.14,4348278257,4059564405,1,0,0,0,0.010178349171923,0.989821650828077,0,0,1,"26000 - Ministério da Educação__4059564405",NA,NA,NA,NA,NA,"Apoio à Alimentação Escolar na Educação Básica (PNAE)","Custeio","APOIO A ALIMENTACAO ESCOLAR NA EDUCACAO BASICA (PNAE)",4059564405,4154693011,4154693011,4146960840,4146960840,3899900000
"97","00PK",43316652.065906,40757178,54233699,1,0,0,0,1,0,0.610499958706486,0,0.389500041293514,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__33109671","35000 - Ministério das Relações Exteriores__21124028",NA,NA,NA,NA,"Indenizações a Servidores Civis e Militares em Serviço no Exterior","Custeio","INDENIZACOES A SERVIDORES CIVIS E MILITARES EM SERVICO NO EXTERIOR",54233699,34316643,46046000,46978090,46751600,34195020
"98","00PN",3363976.49411469,5032384,5216199,1,0,0,0,0,1,0.538763379234573,0.076684190921397,0.38455242984403,"93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__2810297","35000 - Ministério das Relações Exteriores__1558000","30000 - Ministério da Justiça e Segurança Pública__380000","25000 - Ministério da Economia__282000","39000 - Ministério da Infraestrutura__81565","Demais__104337","Participação do Brasil, como País não Membro, em Atividades de Cooperação Econômica junto à Organização para Cooperação e Desenvolvimento Econômico - OCDE e seus órgãos vinculados","Custeio","PARTICIPACAO DO BRASIL, COMO PAIS NAO MEMBRO, EM ATIVIDADES DE COOPERACAO ECONOMICA JUNTO A ORGANIZACAO PARA COOPERACAO E DESENVOLVIMENTO ECONOMICO - OCDE E SEUS ORGAOS VINCULADOS",5146199,5326364,4458080,2776500,1940000,1e+06
"99","00PW",6915510.08,8963648,7857218,1,0,0,0,0.000127271510094285,0.999872728489906,0.447188814157886,0.215080706682696,0.337730479159418,"26000 - Ministério da Educação__4108210","93000 - Programações Condicionadas à Aprovação Legislativa prevista no inciso III do art. 167 da Constituição__3513660","02000 - Senado Federal__112949","25000 - Ministério da Economia__64659","32000 - Ministério de Minas e Energia__29000","Demais__28740","Contribuições a Entidades Nacionais sem Exigência de Programação Específica","Custeio","CONTRIBUICOES A ENTIDADES NACIONAIS SEM EXIGENCIA DE PROGRAMACAO ESPECIFICA",7857218,8717230,8695428,8205812,9571645,NA
